x,y,id
11.569,48.198,621
11.57,48.198,622
11.571,48.198,623
11.572,48.198,624
11.573,48.198,625
11.574,48.198,626
11.575,48.198,627
11.576,48.198,628
11.577,48.198,629
11.578,48.198,630
11.579,48.198,631
11.58,48.198,632
11.581,48.198,633
11.582,48.198,634
11.583,48.198,635
11.584,48.198,636
11.585,48.198,637
11.586,48.198,638
11.587,48.198,639
11.588,48.198,640
11.589,48.198,641
11.59,48.198,642
11.591,48.198,643
11.592,48.198,644
11.593,48.198,645
11.594,48.198,646
11.595,48.198,647
11.596,48.198,648
11.597,48.198,649
11.598,48.198,650
11.599,48.198,651
11.6,48.198,652
11.601,48.198,653
11.602,48.198,654
11.603,48.198,655
11.604,48.198,656
11.605,48.198,657
11.606,48.198,658
11.607,48.198,659
11.608,48.198,660
11.609,48.198,661
11.61,48.198,662
11.611,48.198,663
11.612,48.198,664
11.613,48.198,665
11.614,48.198,666
11.615,48.198,667
11.616,48.198,668
11.617,48.198,669
11.618,48.198,670
11.619,48.198,671
11.62,48.198,672
11.621,48.198,673
11.622,48.198,674
11.623,48.198,675
11.624,48.198,676
11.625,48.198,677
11.626,48.198,678
11.627,48.198,679
11.628,48.198,680
11.629,48.198,681
11.63,48.198,682
11.631,48.198,683
11.632,48.198,684
11.633,48.198,685
11.634,48.198,686
11.635,48.198,687
11.636,48.198,688
11.637,48.198,689
11.638,48.198,690
11.639,48.198,691
11.64,48.198,692
11.641,48.198,693
11.642,48.198,694
11.643,48.198,695
11.644,48.198,696
11.645,48.198,697
11.646,48.198,698
11.647,48.198,699
11.648,48.198,700
11.649,48.198,701
11.65,48.198,702
11.651,48.198,703
11.652,48.198,704
11.653,48.198,705
11.654,48.198,706
11.655,48.198,707
11.656,48.198,708
11.657,48.198,709
11.658,48.198,710
11.659,48.198,711
11.66,48.198,712
11.661,48.198,713
11.662,48.198,714
11.663,48.198,715
11.664,48.198,716
11.665,48.198,717
11.666,48.198,718
11.667,48.198,719
11.668,48.198,720
11.669,48.198,721
11.67,48.198,722
11.671,48.198,723
11.672,48.198,724
11.673,48.198,725
11.674,48.198,726
11.675,48.198,727
11.676,48.198,728
11.677,48.198,729
11.678,48.198,730
11.679,48.198,731
11.68,48.198,732
11.681,48.198,733
11.682,48.198,734
11.683,48.198,735
11.684,48.198,736
11.685,48.198,737
11.686,48.198,738
11.687,48.198,739
11.688,48.198,740
11.689,48.198,741
11.69,48.198,742
11.691,48.198,743
11.692,48.198,744
11.693,48.198,745
11.694,48.198,746
11.695,48.198,747
11.696,48.198,748
11.697,48.198,749
11.698,48.198,750
11.699,48.198,751
11.7,48.198,752
11.45,48.197,753
11.451,48.197,754
11.452,48.197,755
11.453,48.197,756
11.454,48.197,757
11.455,48.197,758
11.456,48.197,759
11.457,48.197,760
11.458,48.197,761
11.459,48.197,762
11.46,48.197,763
11.461,48.197,764
11.462,48.197,765
11.463,48.197,766
11.464,48.197,767
11.465,48.197,768
11.466,48.197,769
11.467,48.197,770
11.468,48.197,771
11.469,48.197,772
11.47,48.197,773
11.471,48.197,774
11.472,48.197,775
11.473,48.197,776
11.474,48.197,777
11.475,48.197,778
11.476,48.197,779
11.477,48.197,780
11.478,48.197,781
11.479,48.197,782
11.48,48.197,783
11.481,48.197,784
11.482,48.197,785
11.483,48.197,786
11.484,48.197,787
11.485,48.197,788
11.486,48.197,789
11.487,48.197,790
11.488,48.197,791
11.489,48.197,792
11.49,48.197,793
11.491,48.197,794
11.492,48.197,795
11.493,48.197,796
11.494,48.197,797
11.495,48.197,798
11.496,48.197,799
11.497,48.197,800
11.498,48.197,801
11.499,48.197,802
11.5,48.197,803
11.501,48.197,804
11.502,48.197,805
11.503,48.197,806
11.504,48.197,807
11.505,48.197,808
11.506,48.197,809
11.507,48.197,810
11.508,48.197,811
11.509,48.197,812
11.51,48.197,813
11.511,48.197,814
11.512,48.197,815
11.513,48.197,816
11.514,48.197,817
11.515,48.197,818
11.516,48.197,819
11.517,48.197,820
11.518,48.197,821
11.519,48.197,822
11.52,48.197,823
11.521,48.197,824
11.522,48.197,825
11.523,48.197,826
11.524,48.197,827
11.525,48.197,828
11.526,48.197,829
11.527,48.197,830
11.528,48.197,831
11.529,48.197,832
11.53,48.197,833
11.531,48.197,834
11.532,48.197,835
11.533,48.197,836
11.534,48.197,837
11.535,48.197,838
11.536,48.197,839
11.537,48.197,840
11.538,48.197,841
11.539,48.197,842
11.54,48.197,843
11.541,48.197,844
11.542,48.197,845
11.543,48.197,846
11.544,48.197,847
11.545,48.197,848
11.546,48.197,849
11.547,48.197,850
11.548,48.197,851
11.549,48.197,852
11.55,48.197,853
11.551,48.197,854
11.552,48.197,855
11.553,48.197,856
11.554,48.197,857
11.555,48.197,858
11.556,48.197,859
11.557,48.197,860
11.558,48.197,861
11.559,48.197,862
11.56,48.197,863
11.561,48.197,864
11.562,48.197,865
11.563,48.197,866
11.564,48.197,867
11.565,48.197,868
11.566,48.197,869
11.567,48.197,870
11.568,48.197,871
11.569,48.197,872
11.57,48.197,873
11.571,48.197,874
11.572,48.197,875
11.573,48.197,876
11.574,48.197,877
11.575,48.197,878
11.576,48.197,879
11.577,48.197,880
11.578,48.197,881
11.579,48.197,882
11.58,48.197,883
11.581,48.197,884
11.582,48.197,885
11.583,48.197,886
11.584,48.197,887
11.585,48.197,888
11.586,48.197,889
11.587,48.197,890
11.588,48.197,891
11.589,48.197,892
11.59,48.197,893
11.591,48.197,894
11.592,48.197,895
11.593,48.197,896
11.594,48.197,897
11.595,48.197,898
11.596,48.197,899
11.597,48.197,900
11.598,48.197,901
11.599,48.197,902
11.6,48.197,903
11.601,48.197,904
11.602,48.197,905
11.603,48.197,906
11.604,48.197,907
11.605,48.197,908
11.606,48.197,909
11.607,48.197,910
11.608,48.197,911
11.609,48.197,912
11.61,48.197,913
11.611,48.197,914
11.612,48.197,915
11.613,48.197,916
11.614,48.197,917
11.615,48.197,918
11.616,48.197,919
11.617,48.197,920
11.618,48.197,921
11.619,48.197,922
11.62,48.197,923
11.621,48.197,924
11.622,48.197,925
11.623,48.197,926
11.624,48.197,927
11.625,48.197,928
11.626,48.197,929
11.627,48.197,930
11.628,48.197,931
11.629,48.197,932
11.63,48.197,933
11.631,48.197,934
11.632,48.197,935
11.633,48.197,936
11.634,48.197,937
11.635,48.197,938
11.636,48.197,939
11.637,48.197,940
11.638,48.197,941
11.639,48.197,942
11.64,48.197,943
11.641,48.197,944
11.642,48.197,945
11.643,48.197,946
11.644,48.197,947
11.645,48.197,948
11.646,48.197,949
11.647,48.197,950
11.648,48.197,951
11.649,48.197,952
11.65,48.197,953
11.651,48.197,954
11.652,48.197,955
11.653,48.197,956
11.654,48.197,957
11.655,48.197,958
11.656,48.197,959
11.657,48.197,960
11.658,48.197,961
11.659,48.197,962
11.66,48.197,963
11.661,48.197,964
11.662,48.197,965
11.663,48.197,966
11.664,48.197,967
11.665,48.197,968
11.666,48.197,969
11.667,48.197,970
11.668,48.197,971
11.669,48.197,972
11.67,48.197,973
11.671,48.197,974
11.672,48.197,975
11.673,48.197,976
11.674,48.197,977
11.675,48.197,978
11.676,48.197,979
11.677,48.197,980
11.678,48.197,981
11.679,48.197,982
11.68,48.197,983
11.681,48.197,984
11.682,48.197,985
11.683,48.197,986
11.684,48.197,987
11.685,48.197,988
11.686,48.197,989
11.687,48.197,990
11.688,48.197,991
11.689,48.197,992
11.69,48.197,993
11.691,48.197,994
11.692,48.197,995
11.693,48.197,996
11.694,48.197,997
11.695,48.197,998
11.696,48.197,999
11.697,48.197,1000
11.698,48.197,1001
11.699,48.197,1002
11.7,48.197,1003
11.45,48.196,1004
11.451,48.196,1005
11.452,48.196,1006
11.453,48.196,1007
11.454,48.196,1008
11.455,48.196,1009
11.456,48.196,1010
11.457,48.196,1011
11.458,48.196,1012
11.459,48.196,1013
11.46,48.196,1014
11.461,48.196,1015
11.462,48.196,1016
11.463,48.196,1017
11.464,48.196,1018
11.465,48.196,1019
11.466,48.196,1020
11.467,48.196,1021
11.468,48.196,1022
11.469,48.196,1023
11.47,48.196,1024
11.471,48.196,1025
11.472,48.196,1026
11.473,48.196,1027
11.474,48.196,1028
11.475,48.196,1029
11.476,48.196,1030
11.477,48.196,1031
11.478,48.196,1032
11.479,48.196,1033
11.48,48.196,1034
11.481,48.196,1035
11.482,48.196,1036
11.483,48.196,1037
11.484,48.196,1038
11.485,48.196,1039
11.486,48.196,1040
11.487,48.196,1041
11.488,48.196,1042
11.489,48.196,1043
11.49,48.196,1044
11.491,48.196,1045
11.492,48.196,1046
11.493,48.196,1047
11.494,48.196,1048
11.495,48.196,1049
11.496,48.196,1050
11.497,48.196,1051
11.498,48.196,1052
11.499,48.196,1053
11.5,48.196,1054
11.501,48.196,1055
11.502,48.196,1056
11.503,48.196,1057
11.504,48.196,1058
11.505,48.196,1059
11.506,48.196,1060
11.507,48.196,1061
11.508,48.196,1062
11.509,48.196,1063
11.51,48.196,1064
11.511,48.196,1065
11.512,48.196,1066
11.513,48.196,1067
11.514,48.196,1068
11.515,48.196,1069
11.516,48.196,1070
11.517,48.196,1071
11.518,48.196,1072
11.519,48.196,1073
11.52,48.196,1074
11.521,48.196,1075
11.522,48.196,1076
11.523,48.196,1077
11.524,48.196,1078
11.525,48.196,1079
11.526,48.196,1080
11.527,48.196,1081
11.528,48.196,1082
11.529,48.196,1083
11.53,48.196,1084
11.531,48.196,1085
11.532,48.196,1086
11.533,48.196,1087
11.534,48.196,1088
11.535,48.196,1089
11.536,48.196,1090
11.537,48.196,1091
11.538,48.196,1092
11.539,48.196,1093
11.54,48.196,1094
11.541,48.196,1095
11.542,48.196,1096
11.543,48.196,1097
11.544,48.196,1098
11.545,48.196,1099
11.546,48.196,1100
11.547,48.196,1101
11.548,48.196,1102
11.549,48.196,1103
11.55,48.196,1104
11.551,48.196,1105
11.552,48.196,1106
11.553,48.196,1107
11.554,48.196,1108
11.555,48.196,1109
11.556,48.196,1110
11.557,48.196,1111
11.558,48.196,1112
11.559,48.196,1113
11.56,48.196,1114
11.561,48.196,1115
11.562,48.196,1116
11.563,48.196,1117
11.564,48.196,1118
11.565,48.196,1119
11.566,48.196,1120
11.567,48.196,1121
11.568,48.196,1122
11.569,48.196,1123
11.57,48.196,1124
11.571,48.196,1125
11.572,48.196,1126
11.573,48.196,1127
11.574,48.196,1128
11.575,48.196,1129
11.576,48.196,1130
11.577,48.196,1131
11.578,48.196,1132
11.579,48.196,1133
11.58,48.196,1134
11.581,48.196,1135
11.582,48.196,1136
11.583,48.196,1137
11.584,48.196,1138
11.585,48.196,1139
11.586,48.196,1140
11.587,48.196,1141
11.588,48.196,1142
11.589,48.196,1143
11.59,48.196,1144
11.591,48.196,1145
11.592,48.196,1146
11.593,48.196,1147
11.594,48.196,1148
11.595,48.196,1149
11.596,48.196,1150
11.597,48.196,1151
11.598,48.196,1152
11.599,48.196,1153
11.6,48.196,1154
11.601,48.196,1155
11.602,48.196,1156
11.603,48.196,1157
11.604,48.196,1158
11.605,48.196,1159
11.606,48.196,1160
11.607,48.196,1161
11.608,48.196,1162
11.609,48.196,1163
11.61,48.196,1164
11.611,48.196,1165
11.612,48.196,1166
11.613,48.196,1167
11.614,48.196,1168
11.615,48.196,1169
11.616,48.196,1170
11.617,48.196,1171
11.618,48.196,1172
11.619,48.196,1173
11.62,48.196,1174
11.621,48.196,1175
11.622,48.196,1176
11.623,48.196,1177
11.624,48.196,1178
11.625,48.196,1179
11.626,48.196,1180
11.627,48.196,1181
11.628,48.196,1182
11.629,48.196,1183
11.63,48.196,1184
11.631,48.196,1185
11.632,48.196,1186
11.633,48.196,1187
11.634,48.196,1188
11.635,48.196,1189
11.636,48.196,1190
11.637,48.196,1191
11.638,48.196,1192
11.639,48.196,1193
11.64,48.196,1194
11.641,48.196,1195
11.642,48.196,1196
11.643,48.196,1197
11.644,48.196,1198
11.645,48.196,1199
11.646,48.196,1200
11.647,48.196,1201
11.648,48.196,1202
11.649,48.196,1203
11.65,48.196,1204
11.651,48.196,1205
11.652,48.196,1206
11.653,48.196,1207
11.654,48.196,1208
11.655,48.196,1209
11.656,48.196,1210
11.657,48.196,1211
11.658,48.196,1212
11.659,48.196,1213
11.66,48.196,1214
11.661,48.196,1215
11.662,48.196,1216
11.663,48.196,1217
11.664,48.196,1218
11.665,48.196,1219
11.666,48.196,1220
11.667,48.196,1221
11.668,48.196,1222
11.669,48.196,1223
11.67,48.196,1224
11.671,48.196,1225
11.672,48.196,1226
11.673,48.196,1227
11.674,48.196,1228
11.675,48.196,1229
11.676,48.196,1230
11.677,48.196,1231
11.678,48.196,1232
11.679,48.196,1233
11.68,48.196,1234
11.681,48.196,1235
11.682,48.196,1236
11.683,48.196,1237
11.684,48.196,1238
11.685,48.196,1239
11.686,48.196,1240
11.687,48.196,1241
11.688,48.196,1242
11.689,48.196,1243
11.69,48.196,1244
11.691,48.196,1245
11.692,48.196,1246
11.693,48.196,1247
11.694,48.196,1248
11.695,48.196,1249
11.696,48.196,1250
11.697,48.196,1251
11.698,48.196,1252
11.699,48.196,1253
11.7,48.196,1254
11.45,48.195,1255
11.451,48.195,1256
11.452,48.195,1257
11.453,48.195,1258
11.454,48.195,1259
11.455,48.195,1260
11.456,48.195,1261
11.457,48.195,1262
11.458,48.195,1263
11.459,48.195,1264
11.46,48.195,1265
11.461,48.195,1266
11.462,48.195,1267
11.463,48.195,1268
11.464,48.195,1269
11.465,48.195,1270
11.466,48.195,1271
11.467,48.195,1272
11.468,48.195,1273
11.469,48.195,1274
11.47,48.195,1275
11.471,48.195,1276
11.472,48.195,1277
11.473,48.195,1278
11.474,48.195,1279
11.475,48.195,1280
11.476,48.195,1281
11.477,48.195,1282
11.478,48.195,1283
11.479,48.195,1284
11.48,48.195,1285
11.481,48.195,1286
11.482,48.195,1287
11.483,48.195,1288
11.484,48.195,1289
11.485,48.195,1290
11.486,48.195,1291
11.487,48.195,1292
11.488,48.195,1293
11.489,48.195,1294
11.49,48.195,1295
11.491,48.195,1296
11.492,48.195,1297
11.493,48.195,1298
11.494,48.195,1299
11.495,48.195,1300
11.496,48.195,1301
11.497,48.195,1302
11.498,48.195,1303
11.499,48.195,1304
11.5,48.195,1305
11.501,48.195,1306
11.502,48.195,1307
11.503,48.195,1308
11.504,48.195,1309
11.505,48.195,1310
11.506,48.195,1311
11.507,48.195,1312
11.508,48.195,1313
11.509,48.195,1314
11.51,48.195,1315
11.511,48.195,1316
11.512,48.195,1317
11.513,48.195,1318
11.514,48.195,1319
11.515,48.195,1320
11.516,48.195,1321
11.517,48.195,1322
11.518,48.195,1323
11.519,48.195,1324
11.52,48.195,1325
11.521,48.195,1326
11.522,48.195,1327
11.523,48.195,1328
11.524,48.195,1329
11.525,48.195,1330
11.526,48.195,1331
11.527,48.195,1332
11.528,48.195,1333
11.529,48.195,1334
11.53,48.195,1335
11.531,48.195,1336
11.532,48.195,1337
11.533,48.195,1338
11.534,48.195,1339
11.535,48.195,1340
11.536,48.195,1341
11.537,48.195,1342
11.538,48.195,1343
11.539,48.195,1344
11.54,48.195,1345
11.541,48.195,1346
11.542,48.195,1347
11.543,48.195,1348
11.544,48.195,1349
11.545,48.195,1350
11.546,48.195,1351
11.547,48.195,1352
11.548,48.195,1353
11.549,48.195,1354
11.55,48.195,1355
11.551,48.195,1356
11.552,48.195,1357
11.553,48.195,1358
