X,Y,id,
11.63,48.12,226
11.64,48.12,227
11.65,48.12,228
11.66,48.12,229
11.67,48.12,230
11.68,48.12,231
11.69,48.12,232
11.7,48.12,233
11.45,48.11,234
11.46,48.11,235
11.47,48.11,236
11.48,48.11,237
11.49,48.11,238
11.5,48.11,239
11.51,48.11,240
11.52,48.11,241
11.53,48.11,242
11.54,48.11,243
11.55,48.11,244
11.56,48.11,245
11.57,48.11,246
11.58,48.11,247
11.59,48.11,248
11.6,48.11,249
11.61,48.11,250
11.62,48.11,251
11.63,48.11,252
11.64,48.11,253
11.65,48.11,254
11.66,48.11,255
11.67,48.11,256
11.68,48.11,257
11.69,48.11,258
11.7,48.11,259
11.45,48.1,260
11.46,48.1,261
11.47,48.1,262
11.48,48.1,263
11.49,48.1,264
11.5,48.1,265
11.51,48.1,266
11.52,48.1,267
11.53,48.1,268
11.54,48.1,269
11.55,48.1,270
11.56,48.1,271
11.57,48.1,272
11.58,48.1,273
11.59,48.1,274
11.6,48.1,275
11.61,48.1,276
11.62,48.1,277
11.63,48.1,278
11.64,48.1,279
11.65,48.1,280
11.66,48.1,281
11.67,48.1,282
11.68,48.1,283
11.69,48.1,284
11.7,48.1,285
11.45,48.09,286
11.46,48.09,287
11.47,48.09,288
11.48,48.09,289
11.49,48.09,290
11.5,48.09,291
11.51,48.09,292
11.52,48.09,293
11.53,48.09,294
11.54,48.09,295
11.55,48.09,296
11.56,48.09,297
11.57,48.09,298
11.58,48.09,299
11.59,48.09,300
11.6,48.09,301
11.61,48.09,302
11.62,48.09,303
11.63,48.09,304
11.64,48.09,305
11.65,48.09,306
11.66,48.09,307
11.67,48.09,308
11.68,48.09,309
11.69,48.09,310
11.7,48.09,311
11.45,48.08,312
11.46,48.08,313
11.47,48.08,314
11.48,48.08,315
11.49,48.08,316
11.5,48.08,317
11.51,48.08,318
11.52,48.08,319
11.53,48.08,320
11.54,48.08,321
11.55,48.08,322
11.56,48.08,323
11.57,48.08,324
11.58,48.08,325
11.59,48.08,326
11.6,48.08,327
11.61,48.08,328
11.62,48.08,329
11.63,48.08,330
11.64,48.08,331
11.65,48.08,332
11.66,48.08,333
11.67,48.08,334
11.68,48.08,335
11.69,48.08,336
11.7,48.08,337
11.45,48.07,338
11.46,48.07,339
11.47,48.07,340
11.48,48.07,341
11.49,48.07,342
11.5,48.07,343
11.51,48.07,344
11.52,48.07,345
11.53,48.07,346
11.54,48.07,347
11.55,48.07,348
11.56,48.07,349
11.57,48.07,350
11.58,48.07,351
11.59,48.07,352
11.6,48.07,353
11.61,48.07,354
11.62,48.07,355
11.63,48.07,356
11.64,48.07,357
11.65,48.07,358
11.66,48.07,359
11.67,48.07,360
11.68,48.07,361
11.69,48.07,362
11.7,48.07,363
