X,Y,id,
11.45,48.2,0
11.46,48.2,1
11.47,48.2,2
11.48,48.2,3
11.49,48.2,4
11.5,48.2,5
11.51,48.2,6
11.52,48.2,7
11.53,48.2,8
11.54,48.2,9
11.55,48.2,10
11.56,48.2,11
11.57,48.2,12
11.58,48.2,13
11.59,48.2,14
11.6,48.2,15
11.61,48.2,16
11.62,48.2,17
11.63,48.2,18
11.64,48.2,19
11.65,48.2,20
11.66,48.2,21
11.67,48.2,22
11.68,48.2,23
11.69,48.2,24
11.7,48.2,25
11.45,48.19,26
11.46,48.19,27
11.47,48.19,28
11.48,48.19,29
11.49,48.19,30
11.5,48.19,31
11.51,48.19,32
11.52,48.19,33
11.53,48.19,34
11.54,48.19,35
11.55,48.19,36
11.56,48.19,37
11.57,48.19,38
11.58,48.19,39
11.59,48.19,40
11.6,48.19,41
11.61,48.19,42
11.62,48.19,43
11.63,48.19,44
11.64,48.19,45
11.65,48.19,46
11.66,48.19,47
11.67,48.19,48
11.68,48.19,49
11.69,48.19,50
11.7,48.19,51
11.45,48.18,52
11.46,48.18,53
11.47,48.18,54
11.48,48.18,55
11.49,48.18,56
11.5,48.18,57
11.51,48.18,58
11.52,48.18,59
11.53,48.18,60
11.54,48.18,61
11.55,48.18,62
11.56,48.18,63
11.57,48.18,64
11.58,48.18,65
11.59,48.18,66
11.6,48.18,67
11.61,48.18,68
11.62,48.18,69
11.63,48.18,70
11.64,48.18,71
11.65,48.18,72
11.66,48.18,73
11.67,48.18,74
11.68,48.18,75
11.69,48.18,76
11.7,48.18,77
11.45,48.17,78
11.46,48.17,79
11.47,48.17,80
11.48,48.17,81
11.49,48.17,82
11.5,48.17,83
11.51,48.17,84
11.52,48.17,85
11.53,48.17,86
11.54,48.17,87
11.55,48.17,88
11.56,48.17,89
11.57,48.17,90
11.58,48.17,91
11.59,48.17,92
11.6,48.17,93
11.61,48.17,94
11.62,48.17,95
11.63,48.17,96
11.64,48.17,97
11.65,48.17,98
11.66,48.17,99
11.67,48.17,100
11.68,48.17,101
11.69,48.17,102
11.7,48.17,103
11.45,48.16,104
11.46,48.16,105
11.47,48.16,106
11.48,48.16,107
11.49,48.16,108
11.5,48.16,109
11.51,48.16,110
11.52,48.16,111
11.53,48.16,112
11.54,48.16,113
11.55,48.16,114
11.56,48.16,115
11.57,48.16,116
11.58,48.16,117
11.59,48.16,118
11.6,48.16,119
11.61,48.16,120
11.62,48.16,121
11.63,48.16,122
11.64,48.16,123
11.65,48.16,124
11.66,48.16,125
11.67,48.16,126
11.68,48.16,127
11.69,48.16,128
11.7,48.16,129
11.45,48.15,130
11.46,48.15,131
11.47,48.15,132
11.48,48.15,133
11.49,48.15,134
11.5,48.15,135
11.51,48.15,136
11.52,48.15,137
11.53,48.15,138
11.54,48.15,139
11.55,48.15,140
11.56,48.15,141
11.57,48.15,142
11.58,48.15,143
11.59,48.15,144
11.6,48.15,145
11.61,48.15,146
11.62,48.15,147
11.63,48.15,148
11.64,48.15,149
11.65,48.15,150
11.66,48.15,151
11.67,48.15,152
11.68,48.15,153
11.69,48.15,154
11.7,48.15,155
11.45,48.14,156
11.46,48.14,157
11.47,48.14,158
11.48,48.14,159
11.49,48.14,160
11.5,48.14,161
11.51,48.14,162
11.52,48.14,163
11.53,48.14,164
11.54,48.14,165
11.55,48.14,166
11.56,48.14,167
11.57,48.14,168
11.58,48.14,169
11.59,48.14,170
11.6,48.14,171
11.61,48.14,172
11.62,48.14,173
11.63,48.14,174
11.64,48.14,175
11.65,48.14,176
11.66,48.14,177
11.67,48.14,178
11.68,48.14,179
11.69,48.14,180
11.7,48.14,181
11.45,48.13,182
11.46,48.13,183
11.47,48.13,184
11.48,48.13,185
11.49,48.13,186
11.5,48.13,187
11.51,48.13,188
11.52,48.13,189
11.53,48.13,190
11.54,48.13,191
11.55,48.13,192
11.56,48.13,193
11.57,48.13,194
11.58,48.13,195
11.59,48.13,196
11.6,48.13,197
11.61,48.13,198
11.62,48.13,199
11.63,48.13,200
11.64,48.13,201
11.65,48.13,202
11.66,48.13,203
11.67,48.13,204
11.68,48.13,205
11.69,48.13,206
11.7,48.13,207
11.45,48.12,208
11.46,48.12,209
11.47,48.12,210
11.48,48.12,211
11.49,48.12,212
11.5,48.12,213
11.51,48.12,214
11.52,48.12,215
11.53,48.12,216
11.54,48.12,217
11.55,48.12,218
11.56,48.12,219
11.57,48.12,220
11.58,48.12,221
11.59,48.12,222
11.6,48.12,223
11.61,48.12,224
11.62,48.12,225
